Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Li Fengluan,1.2,China,"steel, diversified",2378,59,"Ruzhou, China",China,Married,0,,TRUE
Lin Jie & family,1.2,China,pharmaceuticals,2378,52,"Taizhou, China",China,Married,0,,TRUE
Lun Ruixiang & family,1.2,China,real estate,2378,53,"Hong Kong, Hong Kong",China,Married,0,,TRUE
Fatih Ozmen,1.2,United States,aerospace,2378,63,"Reno, Nevada",United States,Married,0,,TRUE
Qin Qingping & family,1.2,China,coal & coke,2378,58,"Dezhou, China",China,Married,0,,TRUE
Dani Reiss,1.2,Canada,down jackets,2378,47,"Toronto, Canada",Canada,Married,0,"Bachelor of Arts/Science, University of Toronto",FALSE
Duke Reyes,1.2,United States,beer distribution,2378,64,"Palm Beach, Florida",United States,Married,0,,FALSE
Michael Steinhardt,1.2,United States,hedge funds,2378,80,"Mount Kisco, New York",United States,Married,0,University of Pennsylvania,TRUE
Thomas Tull,1.2,United States,"movies, investments",2378,50,"Pittsburgh, Pennsylvania",United States,Married,0,,TRUE
Thomas von Koch,1.2,Sweden,asset management,2378,55,"Hong Kong, Hong Kong",Sweden,Married,0,,TRUE
Wang Jianyi,1.2,China,fiber optic cables,2378,58,"Hangzhou, China",China,Married,0,"Associate in Arts/Science, Zhejiang University of Technology",TRUE
Wu Li-gann,1.2,Taiwan,electronic components,2378,80,"Kaohsiung, Taiwan",Taiwan,Married,0,"Bachelor of Arts/Science, Tunghai University",TRUE
Xiong Haitao,1.2,China,plastics/investment,2378,57,"Guangzhou, China",China,Married,0,,TRUE
Xu Guifen & family,1.2,China,food,2378,70,"Nanchang, China",China,Married,0,,TRUE
Zhang Chuanwei & family,1.2,China,machinery,2378,58,"Zhongshan, China",China,Married,0,,TRUE
Zhang Xi,1.2,China,chemicals,2378,47,"Dongying, China",China,Married,0,"Master, University of Houston",TRUE
Zheng Jianjiang & family,1.2,China,electrical equipment,2378,60,"Ningbo, China",China,Married,0,,TRUE
Zhou Wen & family,1.2,China,chemicals,2378,56,"Shanghai, China",China,Married,0,,TRUE
Zhou Yifeng & family,1.2,China,liquefied petroleum gas,2378,42,"Zhangjiagang, China",China,Married,0,,TRUE
Chen Jiancheng,1.1,China,manufacturing,2524,62,"Shangyu, China",China,Married,0,"Master of Arts, Zhejiang University",TRUE
Chen Jinshi & family,1.1,China,"construction, real estate",2524,58,"Nantong, China",China,Married,0,"EMBA, Fudan University",TRUE
Charles Dunstone,1.1,United Kingdom,mobile phones,2524,57,"London, United Kingdom",United Kingdom,Married,0,,TRUE
Feng Yuxia,1.1,China,pharmaceuticals,2524,56,"Beijing, China",China,Married,0,,TRUE
Donald Friese,1.1,United States,manufacturing,2524,80,"Los Angeles, California",United States,Married,0,,TRUE
Ho Kuang-chi,1.1,Taiwan,Restaurants,2524,58,"Beijing, China",Taiwan,Married,0,,TRUE
Huang Qiaolong & family,1.1,China,tourism,2524,61,"Hangzhou, China",China,Married,0,,TRUE
Hedda im Brahm-Droege,1.1,Germany,investments,2524,66,"Dusseldorf, Germany",Germany,Married,0,,TRUE
Mitchell Jacobson,1.1,United States,industrial equipment,2524,70,"Locust Valley, New York",United States,Married,0,"Bachelor of Arts/Science, Brandeis University; Law Degree, New York University",FALSE
Jiang Xuefei & family,1.1,China,printed circuit boards,2524,51,"Shenzhen, China",China,Married,0,,TRUE
Jin Lei & family,1.1,China,medical equipment,2524,55,"Changchun, China",China,Married,0,,TRUE
Kenji Kasahara,1.1,Japan,social network,2524,45,"Tokyo, Japan",Japan,Married,0,"Bachelor of Arts/Science, Tokyo University",TRUE
Lam Lung On & family,1.1,China,real estate,2524,56,"Xiamen, China",China,Married,0,,TRUE
Michiel Le Roux,1.1,South Africa,banking,2524,71,"Stellenbosch, South Africa",South Africa,Married,0,,TRUE
Li Wenmei & family,1.1,China,medical equipment,2524,58,"Guangzhou, China",China,Married,0,"Master, Jilin University",TRUE
Lou Boliang & family,1.1,United States,pharmaceuticals,2524,57,"Beijing, China",United States,Married,0,,TRUE
Lv Yongxiang,1.1,China,magnetic switches,2524,71,"Changchun, China",China,Married,0,,TRUE
Madeleine Olsson Ericksson,1.1,Sweden,diversified,2524,76,"Gothenburg, Sweden",Sweden,Married,0,,FALSE
Mats Paulsson & family,1.1,Sweden,construction,2524,77,"BÌ´stad, Sweden",Sweden,Married,0,,TRUE
Ruan Hongxian & family,1.1,China,pharmaceuticals,2524,54,"Kunming, China",China,Married,0,"Master of Business Administration, Macau University of Science and Technology",TRUE
Shin Dong-guk,1.1,South Korea,Pharmaceuticals,2524,71,"Seoul, South Korea",South Korea,Married,0,,TRUE
Wen Pengcheng & family,1.1,China,agribusiness,2524,58,"Yunfu, China",China,Married,0,,TRUE
Yuan Jinhua,1.1,China,Manufacturing,2524,62,"Changsha, China",China,Married,0,"Bachelor of Arts/Science, Harbin Institute of Technology",TRUE
Zan Shengda,1.1,China,diversified,2524,58,"Nantong, China",China,Married,0,"EMBA, Tsinghua University",TRUE
Zeng Huansha,1.1,China,real estate,2524,53,"Hong Kong, Hong Kong",China,Married,0,,TRUE
Zhong Peifeng,1.1,United States,semiconductor,2524,58,"Beijing, China",United States,Married,0,,TRUE
Chang Byung-gyu,1,South Korea,Bluehole,2674,48,"Seoul, South Korea",South Korea,Married,0,"Bachelor of Arts/Science, KAIST; Master of Arts/Science, KAIST; Ph.D, KAIST",TRUE
Gim Seong-gon,1,South Korea,renewable energy,2674,67,"Seoul, South Korea",South Korea,Married,0,"Bachelor of Arts/Science, Chung-Ang Univeristy",TRUE
Hang Hong,1,China,machinery,2674,53,"Wuxi, China",China,Married,0,,TRUE
David Harding,1,United Kingdom,finance,2674,59,"London, United Kingdom",United Kingdom,Married,0,"Master of Science, University of Cambridge",TRUE
Morris Kahn,1,Israel,software,2674,91,"Beit Yanay, Israel",Israel,Married,0,,TRUE
Ma Hong,1,China,machinery,2674,53,"Dongguan, China",China,Married,0,,TRUE
Alan Rydge,1,Australia,entertainment,2674,68,"Sydney, Australia",Australia,Married,0,,TRUE
Axel Stawski,1,United States,real estate,2674,70,"Sagaponack, New York",United States,Married,0,,TRUE
Xia Zhisheng & family,1,China,home appliances,2674,79,"Haining, China",China,Married,0,,TRUE
Yao Hsiao Tung,1,Singapore,Manufacturing,2674,81,"Singapore, Singapore",Singapore,Married,0,,TRUE
Zhou Wei family,1,China,Software,2674,54,"Shanghai, China",China,Married,0,,TRUE
Zhong Shanshan,68.9,China,"beverages, pharmaceuticals",13,66,"Hangzhou, China",China,Not given,0,,TRUE
Colin Zheng Huang,55.3,China,e-commerce,21,41,"Shanghai, China",China,Not given,0,"Master, University of Wisconsin Madison; Bachelor of Arts/Science, Zhejiang University",TRUE
Beate Heister & Karl Albrecht Jr.,39.2,Germany,supermarkets,34,,Germany,Germany,Not given,0,,FALSE
Wang Wei,39,China,package delivery,35,50,"Shenzhen, China",China,Not given,0,,TRUE
Zhang Yiming,35.6,China,TikTok,39,37,"Beijing, China",China,Not given,0,"Bachelor of Engineering, Nankai University",TRUE
William Lei Ding,33,China,online games,45,49,"Hangzhou, China",China,Not given,0,"Bachelor of Arts/Science, University of Electronic Science and Technology of China",TRUE
Robin Zeng,28.4,Hong Kong,batteries,52,52,"Ningde, China",Hong Kong,Not given,0,"Doctorate, Chinese Academy of Social Sciences",TRUE
Pang Kang,26.4,China,soy sauce,57,65,"Foshan, China",China,Not given,0,,TRUE
Wang Xing,26.1,China,e-commerce,60,42,"Beijing, China",China,Not given,0,"Graduate, Tsinghua University",TRUE
Zhang Zhidong,23.4,China,internet media,73,49,"Shenzhen, China",China,Not given,0,"Bachelor of Arts/Science, Shenzhen University; Master of Arts, South China University of Technology",TRUE
Li Xiting,21.5,Singapore,medical devices,82,70,"Shenzhen, China",Singapore,Not given,0,"Bachelor of Science, University of Science and Technology of China",TRUE
Xu Hang,19.5,Hong Kong,medical devices,92,54,"Shenzhen, China",Hong Kong,Not given,0,"EMBA, Ceibs; Bachelor of Engineering, Tsinghua University; Master of Science in Engineering, Tsinghua University",TRUE
Emmanuel Besnier,19.1,France,cheese,94,50,"Laval, France",France,Not given,0,,FALSE
Su Hua,17.8,China,video streaming,107,39,"Beijing, China",China,Not given,0,"Bachelor of Science, Tsinghua University",TRUE
Zuo Hui,15.5,China,real estate services,128,50,"Beijing, China",China,Not given,0,,TRUE
Hinduja brothers,14.9,United Kingdom,diversified,133,,"London, United Kingdom",United Kingdom,Not given,0,,FALSE
Cheng Yixiao,14.1,China,video streaming app,148,37,"Beijing, China",China,Not given,0,,TRUE
Finn Rausing,13.9,Sweden,packaging,151,66,"London, United Kingdom",Sweden,Not given,0,,FALSE
Jorn Rausing,13.9,Sweden,packaging,151,61,"Surrey, United Kingdom",Sweden,Not given,0,,FALSE
Kirsten Rausing,13.9,Sweden,packaging,151,68,"Newmarket, United Kingdom",Sweden,Not given,0,,FALSE
Carmen Daurella Aguilera,1,Spain,Coca-Cola bottler,2674,,"Barcelona, Spain",Spain,Separated,0,,FALSE
Robert Pera,18.3,United States,wireless networking gear,100,43,"San Jose, California",United States,Single,0,"Bachelor of Arts/Science, University of California, San Diego; Master of Science, University of California, San Diego",TRUE
Lukas Walton,15.6,United States,Walmart,127,34,"Jackson, Wyoming",United States,Single,0,"Bachelor of Arts/Science, Colorado College",FALSE
Brian Chesky,13.7,United States,Airbnb,154,39,"San Francisco, California",United States,Single,0,"Bachelor of Arts/Science, Rhode Island School of Design",TRUE
Jack Dorsey,12.5,United States,"Twitter, Square",173,44,"San Francisco, California",United States,Single,0,"Drop Out, New York University",TRUE
Bobby Murphy,11.9,United States,Snapchat,185,32,"Venice, California",United States,Single,0,"Bachelor of Arts/Science, Stanford University",TRUE
Mikhail Prokhorov,11.4,Russia,investments,193,56,"Moscow, Russia",Russia,Single,0,"Bachelor of Arts/Science, Moscow Institute of Finance",TRUE
Jan Koum,9.9,United States,WhatsApp,230,45,"Atherton, California",United States,Single,0,"Drop Out, San Jose State University",TRUE
David Geffen,9.5,United States,"movies, record labels",245,78,"Beverly Hills, California",United States,Single,0,"Drop Out, The University of Texas at Austin",TRUE
Andreas von Bechtolsheim & family,8.2,Germany,Google,304,65,"Palo Alto, California",Germany,Single,0,"Master of Science, Carnegie Mellon University",TRUE
Giorgio Armani,7.7,Italy,luxury goods,323,86,"Milan, Italy",Italy,Single,0,"Drop Out, University of Piacenza",TRUE
Scott Duncan,6,United States,pipelines,451,38,"Houston, Texas",United States,Single,0,Houston Community College,FALSE
Martin Lorentzon,6,Sweden,Spotify,451,52,"Stockholm, Sweden",Sweden,Single,0,,TRUE
Jeff Skoll,6,United States,eBay,451,56,"Los Angeles, California",United States,Single,0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Toronto",TRUE
Mark Scheinberg,4.9,Canada,online gambling,574,47,"Isle of Man, United Kingdom",Canada,Single,0,"Drop Out, Fanshawe College",TRUE
Peter Thiel,4.9,United States,Facebook,574,53,"Los Angeles, California",United States,Single,0,"Bachelor of Arts/Science, Stanford University; Doctor of Jurisprudence, Stanford University",TRUE
Gustav Magnar Witzoe,4.4,Norway,fish farming,655,28,"Kverva, Norway",Norway,Single,0,,FALSE
Sergei Gordeev,3.8,Russia,real estate,775,48,"Moscow, Russia",Russia,Single,0,"Bachelor of Arts/Science, Togliatti Academy of Management",TRUE
Russ Weiner,3.7,United States,energy drinks,807,51,"Delray Beach, Florida",United States,Single,0,"Bachelor of Arts/Science, San Diego State University",TRUE
Ty Warner,3.6,United States,"real estate, plush toys",831,76,"Oak Brook, Illinois",United States,Single,0,"Drop Out, Kalamazoo College",TRUE
Franco Bittar Garcia,3.5,Brazil,retailing,859,37,"Franca, Brazil",Brazil,Single,0,,FALSE
Apoorva Mehta,3.5,Canada,grocery delivery service,859,34,"San Francisco, California",Canada,Single,0,"Bachelor of Arts/Science, University of Waterloo",TRUE
Vyacheslav Kim,3.3,Kazakhstan,fintech,925,51,"Almaty, Kazakhstan",Kazakhstan,Single,0,,TRUE
John Collison,3.2,Ireland,payments software,956,30,"San Francisco, California",Ireland,Single,0,"Drop Out, Harvard University",TRUE
Mikhail Lomtadze,3.2,Georgia,fintech,956,45,"Almaty, Kazakhstan",Georgia,Single,0,"Master of Business Administration, Harvard Business School",TRUE
Geoffrey Kwok,3,Hong Kong,real estate,1008,36,"Hong Kong, Hong Kong",Hong Kong,Single,0,"Bachelor of Arts/Economics, Yale University",FALSE
Joseph Liemandt,3,United States,software,1008,52,"Austin, Texas",United States,Single,0,"Drop Out, Stanford University",TRUE
Gil Shwed,3,Israel,software,1008,52,"Tel Aviv, Israel",Israel,Single,0,,TRUE
Travis Kalanick,2.8,United States,Uber,1111,44,"Los Angeles, California",United States,Single,0,"Drop Out, University of California, Los Angeles",TRUE
Filiz Sahenk,2.8,Turkey,diversified,1111,54,"Istanbul, Turkey",Turkey,Single,0,,FALSE
Mitchell Goldhar,2.7,Canada,real estate,1174,59,"North York, Canada",Canada,Single,0,"Bachelor of Arts/Science, York University",TRUE
Rishad Naoroji,2.4,India,consumer goods,1299,69,"Mumbai, India",India,Single,0,"Associate in Arts/Science, Bombay University",FALSE
Austin Russell,2.4,United States,‰÷É,1299,26,"Los Altos, California",United States,Single,0,"Drop Out, Stanford University",TRUE
Bang Shi-hyuk,2.3,South Korea,entertainment,1362,48,"Seoul, South Korea",South Korea,Single,0,,TRUE
Joseph Grendys,2.3,United States,poultry processing,1362,59,"Chicago, Illinois",United States,Single,0,"Bachelor of Arts/Science, Loyola University Chicago",TRUE
Michael Saylor,2.3,United States,cryptocurrency,1362,56,"Vienna, Virginia",United States,Single,0,"Bachelor of Arts/Science, Massachusetts Institute of Technology",TRUE
Acharya Balkrishna,2.2,India,consumer goods,1444,48,"Haridwar, India",India,Single,0,,TRUE
Herb Chambers,2.1,United States,car dealerships,1517,79,"Boston, Massachusetts",United States,Single,0,,TRUE
Alexander Karp,2.1,United States,software firm,1517,53,"Palo Alto, California",United States,Single,0,"Bachelor of Arts/Science, Haverford College; Doctor of Jurisprudence, Stanford University",TRUE
Andrey Andreev,1.9,United Kingdom,online dating,1664,47,"London, United Kingdom",United Kingdom,Single,0,,TRUE
Ipek Kirac,1.9,Turkey,diversified,1664,36,"Istanbul, Turkey",Turkey,Single,0,,FALSE
Drew Houston,1.8,United States,cloud storage service,1750,38,"San Francisco, California",United States,Single,0,"Bachelor of Arts/Science, Massachusetts Institute of Technology",TRUE
Dmitry Kamenshchik,1.8,Russia,airport,1750,53,"Moscow, Russia",Russia,Single,0,"Bachelor of Arts/Science, Moscow State University",TRUE
Tor Peterson,1.8,United States,commodities,1750,56,"Zug, Switzerland",United States,Single,0,"Bachelor of Arts/Science, Duke University",TRUE
Nicolas Berggruen,1.7,United States,investments,1833,59,"Beverly Hills, California",United States,Single,0,"Bachelor of Arts/Science, New York University",FALSE
Saket Burman,1.7,United Kingdom,consumer goods,1833,44,"Dubai, United Arab Emirates",United Kingdom,Single,0,"Bachelor of Business Administration, University of Wisconsin, Madison",FALSE
Markus Persson,1.7,Sweden,computer games,1833,41,"Stockholm, Sweden",Sweden,Single,0,,TRUE
Peter Szulczewski,1.7,Canada,e-commerce,1833,39,"San Francisco, California",Canada,Single,0,"Bachelor of Arts/Science, University of Waterloo",TRUE
Domenico Dolce,1.6,Italy,luxury goods,1931,62,"Milan, Italy",Italy,Single,0,,TRUE
Stefano Gabbana,1.6,Italy,luxury goods,1931,58,"Milan, Italy",Italy,Single,0,"Bachelor of Arts/Science, Istituto Superiore di Industrie Artistiche",TRUE
Heikki Herlin,1.6,Finland,"elevators, escalators",1931,34,"Helsinki, Finland",Finland,Single,0,,FALSE
Alexandra Andresen,1.4,Norway,investments,2141,24,"Oslo, Norway",Norway,Single,0,,FALSE
Katharina Andresen,1.4,Norway,investments,2141,25,"Oslo, Norway",Norway,Single,0,,FALSE
Timothy Headington,1.4,United States,"oil & gas, investments",2141,71,"Dallas, Texas",United States,Single,0,"Bachelor of Arts/Science, University of Oklahoma",FALSE
Jonathan Oringer,1.4,United States,stock photos,2141,47,"Miami Beach, Florida",United States,Single,0,"Master of Science, Columbia University; Bachelor of Arts/Science, SUNY Stony Brook",TRUE
Gisele Trajano,1.4,Brazil,retail,2141,,,Brazil,Single,0,,FALSE
Oleg Boyko,1.3,Russia,diversified,2263,56,"Lipperswil, Switzerland",Russia,Single,0,"Master of Science, Moscow Aviation University; Master of Business Administration, Russian National Academy of National Economy and Public Administration",TRUE
Ana Maria Brescia Cafferata,1.3,Peru,"mining, banking",2263,97,"Lima, Peru",Peru,Single,0,,FALSE
Eduardo Eurnekian,1.3,Argentina,"airports, investments",2263,88,"Buenos Aires, Argentina",Argentina,Single,0,,TRUE
Martin Moller Nielsen,1.3,Denmark,aircraft leasing,2263,56,"London, United Kingdom",Denmark,Single,0,,TRUE
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54,"Monte Carlo, Monaco",Cyprus,Single,0,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics",FALSE
Simon Nixon,1.2,United Kingdom,price comparison website,2378,53,"St. Brelade, Jersey, United Kingdom",United Kingdom,Single,0,"Drop Out, Nottingham University",TRUE
Mike Speiser,1.2,United States,software,2378,50,"San Francisco, California",United States,Single,0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona",TRUE
Yoshikazu Tanaka,1.1,Japan,social network,2524,44,"Tokyo, Japan",Japan,Single,0,,TRUE
Katharine Rayner,6.2,United States,"media, automotive",432,76,"East Hampton, New York",United States,Widowed,0,,FALSE
Maren Otto,3.8,Germany,"retail, real estate",775,,"Berlin, Germany",Germany,Widowed,0,,FALSE
Gayle Benson,3.4,United States,pro sports teams,891,74,"New Orleans, Louisiana",United States,Widowed,0,,FALSE
Neal Blue & family,3.3,United States,defense,925,86,"San Diego, California",United States,Widowed,0,"Bachelor of Arts/Science, Yale University",TRUE
Diane Kemper,3,United States,real estate,1008,75,"New York, New York",United States,Widowed,0,,FALSE
Friede Springer,3,Germany,publishing,1008,78,"Berlin, Germany",Germany,Widowed,0,,FALSE
Xie Juhua & family,2.5,China,pharmaceuticals,1249,70,"Nanjing, China",China,Widowed,0,,FALSE
Chen Jinxia,2.4,China,investments,1299,53,"Shanghai, China",China,Widowed,0,"Bachelor of Arts/Science, Shanghai University of Finance and Economics",FALSE
Giuliana Caprotti,1.7,Italy,supermarkets,1833,80,"Milan, Italy",Italy,Widowed,0,,FALSE
Catherine Lozick,1.6,United States,valve manufacturing,1931,76,"Fort Lauderdale, Florida",United States,Widowed,0,,FALSE
Mimi Haas,1.4,United States,Levi's jeans,2141,74,"San Francisco, California",United States,Widowed,0,"Bachelor of Arts/Science, George Washington University",FALSE
Zhuo Jun,1.4,Hong Kong,printed circuit boards,2141,55,"Hong Kong, Hong Kong",Hong Kong,Widowed,0,,FALSE
Kavita Singhania,1.2,India,cement,2378,59,"Chennai, India",India,Widowed,0,,FALSE
Forrest Preston,1.1,United States,health care,2524,88,"Cleveland, Tennessee",United States,Widowed,0,Oregon State University; Walla Walla College,TRUE
Heidi Horten,3.2,Austria,retail,956,80,"Vienna, Austria",Austria,"Widowed, Remarried",0,,FALSE
Robert & Philip Ng,13.3,Singapore,real estate,158,,"Singapore, Singapore",Singapore,Not given,0,,FALSE
Zhang Bangxin,13.3,China,education,158,41,"Beijing, China",China,Not given,0,"EMBA, China Europe International Business School",TRUE
Wang Wenyin,13.2,China,"mining, copper products",161,53,"Shenzhen, China",China,Not given,0,,TRUE
Michael Platt,13,United Kingdom,hedge funds,164,53,"Geneva, Switzerland",United Kingdom,Not given,0,"Bachelor of Arts/Science, London School of Economics; Bachelor of Arts/Science, London School of Economics",TRUE
Huang Shilin,12.9,China,batteries,166,54,"Ningde, China",China,Not given,0,"Bachelor of Technology, Hefei University of Technology",TRUE
Dang Yanbao,12.7,China,coal,169,48,"Yinchuan, China",China,Not given,0,"Master of Business Administration, Peking University",TRUE
Hank & Doug Meijer,12.6,United States,supermarkets,171,,"Grand Rapids, Michigan",United States,Not given,0,,FALSE
Lu Zhongfang,12.5,China,education,173,78,"Tonghua, China",China,Not given,0,,TRUE
Zhang Tao,12.5,China,e-commerce,173,48,"Beijing, China",China,Not given,0,,TRUE
Yu Renrong,12.3,China,semiconductors,181,55,"Ningbo, China",China,Not given,0,"Bachelor of Science in Engineering, Tsinghua University",TRUE
Jensen Huang,11.8,United States,semiconductors,186,,,,Not given,0,,
Cen Junda,11.6,China,pharmaceuticals,189,56,"Lianyungang, China",China,Not given,0,"Doctorate, Zhejiang University",TRUE
Rodolphe SaadÌ© & family,10.9,France,shipping,203,51,"Marseille, France",France,Not given,0,"Bachelor of Arts/Science, Concordia University",FALSE
Wang Laisheng,10.8,China,electronics components,205,56,"Shenzhen, China",China,Not given,0,,TRUE
Leng Youbin,10.6,China,infant formula,210,52,"Beijing, China",China,Not given,0,"Bachelor of Arts/Science, Northeast Agriculture University; EMBA, Peking University",TRUE
Qi Shi & family,10.4,China,financial information,216,51,"Shanghai, China",China,Not given,0,"EMBA, Fudan University; Bachelor of Arts/Science, Shanghai Jiaotong University",TRUE
Larry Xiangdong Chen,10.2,China,education,223,49,"Beijing, China",China,Not given,0,"Ph.D, Renmin University of China",TRUE
Eric Wittouck,10,Belgium,investments,228,74,Monaco,Belgium,Not given,0,,FALSE
Yao Liangsong,9.6,China,furniture,241,56,"Guangzhou, China",China,Not given,0,,TRUE
Ian & Richard Livingstone,9.3,United Kingdom,real estate,251,,"London, United Kingdom",United Kingdom,Not given,0,,TRUE
Sun Hongbin,9.3,United States,real estate,251,58,"Tianjin, China",United States,Not given,0,"Master, Tsinghua University",TRUE
Sam Bankman-Fried,8.7,United States,cryptocurrency,274,29,"Hong Kong, Hong Kong",United States,Not given,0,"Bachelor of Arts/Science, Massachusetts Institute of Technology",
Cheng Xue,8.7,China,soy sauce,274,51,"Foshan, China",China,Not given,0,,TRUE
Sofie Kirk Kristiansen,8.7,Denmark,Lego,274,45,"Billund, Denmark",Denmark,Not given,0,,FALSE
Thomas Kirk Kristiansen,8.7,Denmark,Lego,274,42,"Billund, Denmark",Denmark,Not given,0,,FALSE
Lin Bin,8.7,United States,smartphones,274,53,"Shenzhen, China",United States,Not given,0,"Master, Drexel University",TRUE
Agnete Kirk Thinggaard,8.7,Denmark,Lego,274,37,"Billund, Denmark",Denmark,Not given,0,,FALSE
Anthony von Mandl,8.7,Canada,alcoholic beverages,274,,"Vancouver, Canada",Canada,Not given,0,"Bachelor of Arts/Science, University of British Columbia",TRUE
Takahisa Takahara,7.9,Japan,personal care goods,311,59,"Tokyo, Japan",Japan,Not given,0,,FALSE
Kei Hoi Pang,7.8,China,real estate,316,55,"Hong Kong, Hong Kong",China,Not given,0,,TRUE
Zhao Yan,7.6,China,biotech,327,54,"Beijing, China",China,Not given,0,"Master of Business Administration, Fordham University",TRUE
Pei Zhenhua,7.5,China,batteries,334,62,"Ningde, China",China,Not given,0,,TRUE
Ruan Liping,7.5,Hong Kong,power strips,334,57,"Ningbo, China",Hong Kong,Not given,0,,TRUE
Ruan Xueping,7.5,Hong Kong,power strip,334,49,"Ningbo, China",Hong Kong,Not given,0,,TRUE
"Ernest Garcia, III.",7.4,United States,used cars,339,39,"Phoenix, Arizona",United States,Not given,0,"Bachelor of Science, Stanford University",FALSE
Thierry Dassault,7.3,France,diversified,344,64,"Paris, France",France,Not given,0,,FALSE
Lai Meisong,7.3,China,package delivery,344,50,"Shanghai, China",China,Not given,0,,TRUE
Wang Zhenhua,7.2,China,real estate,352,59,"Shanghai, China",China,Not given,0,"Master of Business Administration, Macau University",TRUE
Rahel Blocher,7.1,Switzerland,chemicals,358,45,"Wilen bei Wollerau, Switzerland",Switzerland,Not given,0,,FALSE
Li Hua,7.1,China,financial services,358,43,"Shenzhen, China",China,Not given,0,,TRUE
Safra siblings,7.1,Brazil,banking,358,,"Sao Paulo, Brazil",Brazil,Not given,0,,FALSE
Bajaj brothers,7,India,diversified,369,,"Mumbai, India",India,Not given,0,,FALSE
Huang Chulong,6.8,Canada,real estate,384,62,"Shenzhen, China",Canada,Not given,0,,TRUE
Jean-Michel Besnier,6.7,France,cheese,391,53,"Laval, France",France,Not given,0,,FALSE
Zeng Fangqin,6.6,China,smartphone components,400,55,"Shenzhen, China",China,Not given,0,,TRUE
Brian Armstrong,6.5,United States,cryptocurrency,404,38,"San Francisco, California",United States,Not given,0,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University",TRUE
Margaretta Taylor,6.2,United States,"media, automotive",432,79,"Southampton, New York",United States,Not given,0,,FALSE
Marcos Galperin,6.1,Argentina,e-commerce,440,,"Buenos Aires, Argentina",Argentina,Not given,0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",TRUE
Li Wa,6.1,Hong Kong,real estate,440,55,"Shenzhen, China",Hong Kong,Not given,0,"Bachelor of Arts/Science, South China University of Technology",TRUE
Chen Rui,5.9,China,online entertainment,472,43,"Shanghai, China",China,Not given,0,,TRUE
Li Chunan,5.8,China,renewable energy,476,52,"Fushun, China",China,Not given,0,,TRUE
Li Ping,5.8,Hong Kong,batteries,476,,,,Not given,0,,
William Li,5.8,China,electric vehicles,476,46,"Beijing, China",China,Not given,0,,TRUE
Augusto & Giorgio Perfetti,5.8,Italy,candy,476,,"Lugano, Switzerland",Italy,Not given,0,,FALSE
Andrew Currie,5.7,United Kingdom,chemicals,486,65,"London, United Kingdom",United Kingdom,Not given,0,"Bachelor of Arts/Science, Cambridge University",TRUE
Nicolas Puech,5.7,France,Hermes,486,78,"Martigny, Switzerland",France,Not given,0,,FALSE
John Reece,5.7,United Kingdom,chemicals,486,64,"London, United Kingdom",United Kingdom,Not given,0,"Bachelor of Arts/Science, Cambridge University",TRUE
Fred Smith,5.7,United States,FedEx,486,,,United States,Not given,0,,
Jian Jun,5.6,China,biomedical products,496,57,"Beijing, China",China,Not given,0,"Master of Business Administration, Tsinghua University",TRUE
Kwee brothers,5.6,Singapore,Real Estate,496,,"Singapore, Singapore",Singapore,Not given,0,,FALSE
Dong Wei,5.5,China,pharmaceuticals,502,50,"Lianyungang, China",China,Not given,0,,TRUE
He Xiaopeng,5.5,China,electric vehicles,502,43,"Guangzhou, China",China,Not given,0,,TRUE
Sumet Jiaravanon,5.5,Thailand,diversified,502,86,"Bangkok, Thailand",Thailand,Not given,0,,FALSE
Mu Rongjun,5.5,China,e-commerce,502,41,"Beijing, China",China,Not given,0,"Bachelor of Engineering, Tsinghua University; Master, Tsinghua University",TRUE
Jaran Chiaravanont,5.4,Thailand,diversified,520,91,"Bangkok, Thailand",Thailand,Not given,0,,FALSE
Montri Jiaravanont,5.4,Thailand,diversified,520,90,"Bangkok, Thailand",Thailand,Not given,0,,FALSE
Kapil & Rahul Bhatia,5.3,India,airlines,529,,"Delhi, India",India,Not given,0,"Bachelor of Science in Engineering, University of Waterloo",TRUE
Carlos Rodriguez-Pastor,5.3,Peru,finance,529,62,"Lima, Peru",Peru,Not given,0,"Master of Business Administration, Tuck School of Business; Bachelor of Arts/Science, University of California, Berkeley",FALSE
Yao Zhenhua & family,5.3,China,conglomerate,529,51,"Shenzhen, China",China,Not given,0,,TRUE
Wolfgang Herz,5.1,Germany,coffee,550,70,"Hamburg, Germany",Germany,Not given,0,,FALSE
Lee Yeow Chor & Yeow Seng,5.1,Malaysia,"palm oil, property",550,,Malaysia,Malaysia,Not given,0,,FALSE
Kate Wang,5,China,e-cigarettes,561,39,"Beijing, China",China,Not given,0,"Master of Business Administration, Columbia Business School; Bachelor of Science, Xi'an Jiaotong University",TRUE
Zhang Fan,4.9,China,touch screens,574,55,"Shenzhen, China",China,Not given,0,,TRUE
